kota_id,kota,tahun,total_belanja,belanja_modal,belanja_pegawai,belanja_pendidikan,belanja_kesehatan,PAD,DAU,DAK,IPM,kemiskinan,pengangguran,PDRB_perkapita
1,Kota_1,2015,1436350297118.4062,425732487729.69794,531064232609.3752,249067157651.08646,177244446056.90283,168663553790.4917,804144798437.7332,201329273713.87418,77.70181444490115,5.308767414437037,11.72918866945795,132064069.60317647
1,Kota_1,2016,1561374332621.1548,300514317338.1058,447122950520.65875,277160614018.99054,227392837620.53217,401939800230.64874,670740659349.7561,146276372293.5403,75.6963223680595,6.492407909780628,5.429301836816963,75718895.17535013
1,Kota_1,2017,1697280817540.8394,409407889764.6716,690853023918.5197,305427494664.6077,300648118959.8303,471376246882.4654,532836063605.2039,239540174316.24222,65.06310309218229,4.775773894779193,11.139969835279999,177128949.55744153
1,Kota_1,2018,1845016991380.9363,575053917319.5725,573657763831.926,303783555196.02155,373864933134.9334,428128348062.5704,621053882480.3071,229292321503.26746,62.05971302788046,16.83980603118173,4.729019834400152,140412827.40101457
1,Kota_1,2019,2005612544078.8787,425876210478.48145,710014125429.4191,465315230745.9942,256173216632.5181,783944582005.0826,1068068597381.7622,382921256556.439,83.97068376069122,11.568499682166276,10.49686811520805,45309569.986133404
1,Kota_1,2020,2180186792727.504,412483868558.55597,564767485772.6013,433420152469.68646,345127043314.87006,395496151860.6036,1196096809445.5286,225677673304.2198,68.72336274218452,11.640441247373728,3.7683180247728636,182989390.067876
1,Kota_1,2021,2369956482978.8486,390829828706.65106,1060264939417.4186,630021447062.995,307637775956.10565,240921801480.93988,1290769374589.3728,369780995837.8729,80.3251792010247,14.469055200289185,2.966401865606813,106593204.48021662
1,Kota_1,2022,2576244269504.429,446138040548.5609,1088774118356.4352,627301874540.5155,385495547997.9887,306746977661.5,1013223208122.476,254474963961.69455,81.0401544584516,10.363362070328197,9.58491468318694,150357104.11676058
1,Kota_1,2023,2800487934619.028,487057638752.869,1099608667864.3398,739658592616.3799,515826296427.42596,927774079096.9043,1255006963321.6536,359610443987.9826,73.88852545896374,0.5812869011614277,2.3710228429397397,48369492.663887486
1,Kota_1,2024,3044250409319.8394,844116092395.01,952458267142.7092,688870041609.9088,718853982392.1548,532097432119.9993,1288067637224.678,497225549881.75397,69.31995413729055,0.7546986474318951,3.807763076223913,89413708.36512321
2,Kota_2,2015,2824244130856.4326,781413987985.861,1198304524136.177,764101541575.7933,361462322156.00714,1038665766964.168,1304243487632.8977,483273424428.8083,82.40228249808733,9.770052124577958,3.990467320749091,51120518.264366
2,Kota_2,2016,3045911209122.7427,717073161544.4796,1259797871230.9333,850143021104.6992,307767456759.11005,771298401097.3381,1295192418727.433,253773660888.11322,63.396634183342066,9.46422757105442,11.286187335212674,68890390.92724311
2,Kota_2,2017,3284976320742.572,833589429681.4404,1283124206786.394,671923643111.9384,807339801673.2954,1276982604228.5305,1233622560153.3281,409266251144.29504,68.32195774541924,8.072607415662015,2.931982526190795,118896400.67328271
2,Kota_2,2018,3542804989035.566,887599498631.082,922177082610.448,679499260906.523,836951835729.577,608896817334.8795,1216841779429.8064,437245601603.0652,85.84126135276502,6.830829072672507,8.449219926652907,153768613.91875967
2,Kota_2,2019,3820869913454.3613,754726915447.7035,1511701465742.92,783918212990.6022,744480739977.9528,1108277374683.1602,1760398585267.8364,242791315556.7583,82.48256238973094,7.411700974576037,3.8786665935986884,35255830.765589036
2,Kota_2,2020,4120759381541.6123,1105099435057.1782,1588605785517.3713,628367074982.3224,728607779285.5259,692076315312.0942,2033808363101.0198,313816283799.3149,78.97344345256165,9.301030194508062,10.93056989863061,53608124.8196933
2,Kota_2,2021,4444186341118.163,969780434918.2386,1211906079914.7424,1283054563378.6326,1029277569734.9958,788320831721.0607,2213183527157.7485,766992478024.8247,75.98002028998657,10.844758675340097,4.476670618104065,49001823.98716302
2,Kota_2,2022,4792998184522.073,1579020427477.289,2061389968789.4653,1174117847977.6687,723045194401.5055,981428075593.0702,2481750730617.186,884627086316.428,84.97716060662793,12.498133187864358,7.378284815388589,54080068.500832014
2,Kota_2,2023,5169187300785.389,942475914385.8383,2221255805276.687,1245589904220.7449,524049922441.74133,674276353310.797,2579685665912.217,262384006280.22955,67.22020128543747,8.431006840498792,7.627056779234239,197483979.16042054
2,Kota_2,2024,5574902456021.966,1086291273227.6998,2187791552049.1292,1034631446489.527,829600982070.7328,1805975275939.725,2758962750129.8857,988895774332.3997,80.04032230750857,8.124629050032073,2.0430729104528327,137854682.1319737
3,Kota_3,2015,1163005919204.3135,400774294805.7204,382186475923.7164,330069201462.167,226403285601.42548,393611667121.2614,524272750109.1904,158791690855.0784,72.3129423454716,7.928644816970667,9.502069037353548,58195419.3308306
3,Kota_3,2016,1214921780748.9082,188146666559.8427,460570115420.7516,214514610414.56534,292879720778.2868,469176759718.66754,697923136457.7898,128203169128.55229,60.78641541322168,18.32477843881588,6.653657334855828,156732553.0218108
3,Kota_3,2017,1269155134092.4802,434969918361.2527,533809049490.28625,246428468578.5656,200227827316.62094,450982856350.2492,501413497213.036,95724645151.83759,74.72003156145875,17.842321612411716,8.864268170074757,105778239.18815178
3,Kota_3,2018,1325809430628.8518,224638916969.67392,494528833869.744,395764824289.1231,160439649335.0261,338742845446.41016,746711677071.2223,213608174431.30612,78.6253935248817,13.73726125980664,5.635420360977797,68298728.56523603
3,Kota_3,2019,1384992739757.783,431940775799.60974,570648418941.685,387882240875.4261,328224004217.2431,350960926961.5965,623876750030.9337,235094591045.78275,77.84909826944413,13.12950315886555,9.36213402492491,166450408.95751828
3,Kota_3,2020,1446817955029.8838,314826185583.6713,470384520653.99286,237418906956.02872,270181709157.56,160282373625.10635,636136058247.0769,190107097855.82736,68.86353130320711,12.362498908535162,2.774502249451445,29993150.63099437
3,Kota_3,2021,1511403009493.7122,475366644022.5013,486729396257.5187,255516397605.5377,269538306189.56702,500271472982.57025,551278667989.3398,216785931435.35675,64.23368662484421,3.6752258175291157,7.082191684113332,113808312.78098436
3,Kota_3,2022,1578871100655.83,438114595132.2567,623998699814.2291,467942362115.11835,280162864944.2775,310859102634.584,850310280964.9843,143084937229.27866,73.7742855176409,1.9768457201339897,1.8281566907391176,202956022.07289845
3,Kota_3,2023,1649350925482.9385,523167555912.86975,641918871557.3135,348578676424.73804,207808564626.76175,242340966881.10477,618626784349.8739,218347672434.08902,81.06489806750156,10.102960650765969,3.9194050725134857,210537880.70577
3,Kota_3,2024,1722976925894.3594,512722411115.23413,621772079724.2245,416543648512.0541,280741876439.47314,300348126211.2776,700892891237.7872,282011550551.05237,63.959837215743896,1.3410896076037444,1.6140237781957747,38598022.469112284
4,Kota_4,2015,2638651460027.518,646033612289.7495,711292915175.3458,590378161001.588,451264192890.5449,400970956078.01917,1135030424317.3928,289659837888.2021,75.39625245130541,14.526404763014657,3.4077360879484004,70760629.0984845
4,Kota_4,2016,2829213474109.12,778520282405.0713,991999344944.807,787860910985.5054,562459082093.8402,421214230359.42126,908660257531.6257,414091865394.77057,61.06278276354055,13.18663371910195,11.262072172824618,104708656.58491878
4,Kota_4,2017,3033537776147.6387,690536293364.5309,1148672266356.0283,663549784572.3752,551626148868.3053,1160144496315.9246,1261438414015.961,589048071622.8558,83.43376604890159,6.736867021839447,3.224251707876489,39196524.25056453
4,Kota_4,2018,3252618271306.817,499746469306.18207,874591947776.9132,821126787292.076,359994251934.38855,636513616089.2107,1800202543422.628,173985122072.79465,81.5617120647234,7.427821621600999,3.4634834485949066,140393987.0808564
4,Kota_4,2019,3487520644056.1084,961818329023.669,1483920513365.4429,907664412625.5046,769075514178.9961,643832482659.6024,1231903414817.9368,567043698514.8868,81.77086848168159,17.4575771300101,5.9135590922028385,93065555.6333425
4,Kota_4,2020,3739387542034.201,1141569921879.6326,1189726188049.2078,1082977483507.9863,855429446728.1783,855191230675.387,1964155637582.2935,610198610594.1515,64.27809672089832,17.038293600193498,7.047271352030714,175183880.3434694
4,Kota_4,2021,4009444134288.435,858060819249.9733,1720471104694.7354,835488978321.6505,407462357152.4152,1489967949822.2498,1312635889520.1846,392512735399.7006,85.85154917627013,17.15910720406334,7.460940993109575,150544461.95237476
4,Kota_4,2022,4299004070927.32,1030424435553.8826,1326853877965.774,856790143416.3097,863574344160.0735,1400238756567.116,2310601680709.649,724135945099.1445,65.08015257621726,8.216304570538721,2.1180288401497984,153445217.0737669
4,Kota_4,2023,4609475873176.023,1098466219646.7823,1970739170882.3704,934051523560.5137,541890225482.76495,658682599863.8236,2435892227173.4233,657922980741.488,65.72806690306976,1.461602091724962,7.70872218313208,53006308.093959235
4,Kota_4,2024,4942369784918.279,1553742732631.3022,1933694495095.9014,801663831060.4125,557131881699.2562,1957138270908.443,2037646337172.1946,521896071548.0099,83.91998918143756,13.808728660757883,10.074009574405837,227535140.18487278
5,Kota_5,2015,1440648963827.2896,440016524408.5805,521055141712.55084,307770594282.2515,339925672244.7867,192123857682.09705,645104642963.7678,74485940676.8413,71.71651604985315,5.8445491352275605,4.069361246412647,36336764.44345434
5,Kota_5,2016,1491086146001.5544,417268619365.58234,595254973254.0037,354140884447.19464,364310938164.1652,316797912901.5662,575132243880.4913,268827726270.9276,65.98989596298632,18.84833809160917,2.9093902722083467,155734623.15562743
5,Kota_5,2017,1543289136092.6362,244815015059.5032,660880581237.9587,353652678727.43365,384193680965.26697,188495744600.39304,719413930856.2667,301551567725.832,73.87744610425372,13.24097957202894,8.861738200861554,87266947.75164606
5,Kota_5,2018,1597319755111.6353,440080147026.3861,585997297503.7549,455513587161.89844,170620835678.8227,294368391469.6171,934629238233.6271,293171377145.9913,72.59141881964283,12.501988967023053,4.8964306468301935,50769029.94967259
5,Kota_5,2019,1653241988425.9102,401307432866.4663,530145845121.781,392725016900.8772,184601323710.4247,648597321643.9597,985106100190.9098,255796638470.62228,75.002409158603,7.242914244294916,9.524155177362537,128855199.68681803
5,Kota_5,2020,1711122061533.2808,312319795728.40466,739522035750.8824,467787552649.7812,414895744004.75934,543650604539.851,828225100853.6312,192905836048.59543,85.01821208385033,16.490958342506126,2.9069680309557047,26991332.90815176
5,Kota_5,2021,1771028518489.0947,398999749554.85394,729859742536.4639,527928404869.40826,217061742419.93204,492769584028.597,733679126404.3125,346213334777.8806,83.15297307839272,15.474930570667068,6.518238438154732,88153481.81004058
5,Kota_5,2022,1833032303079.025,375187644409.70074,478925697062.4108,512714452792.4688,406814301649.0479,733057667035.6466,1097969945962.2003,244370253932.53558,82.02468537951276,14.97148594823642,9.246826516096702,68351371.03506619
5,Kota_5,2023,1897206842833.73,455536109726.8425,523310135956.79626,556085847024.2291,362226483948.2397,319855492833.13434,951468593287.3864,270767911273.51053,72.15406795082102,1.9033638829944355,7.444158760335197,118876527.46847555
5,Kota_5,2024,1963628135984.876,597853445187.8695,695188571215.4011,545549356046.42487,358923783157.4948,526804888633.23804,1105514944703.1921,217024953071.61646,66.95038071126602,0.031740144700084905,7.99623530106257,141289526.86119622
6,Kota_6,2015,2260199420248.0586,400675259049.1266,571624624044.0643,457889582611.3367,426019684098.2435,491984871023.85645,974693995613.7466,419546814578.4547,68.70638667558251,12.709842337397163,10.052877114670288,73697078.55281807
6,Kota_6,2016,2356885891318.0635,646770357086.4464,995720044495.5005,689219647909.8433,287683900960.10925,890846979375.7174,1055024351809.4916,209142177859.98495,71.87839390595654,19.100488629282154,7.233562845935826,67384138.44645897
6,Kota_6,2017,2457708401714.61,679999180518.6772,732468681409.8762,396623751088.39575,293283156474.0278,340180640434.795,849312278340.8564,174064926376.7415,76.82186862008037,6.528201265987172,5.711005549914768,152973377.66814354
6,Kota_6,2018,2562843882306.322,627364520385.0626,982880223827.5521,450670921502.2848,330205398553.9052,287706353183.6932,898739422562.3553,235239726023.971,65.62526210691867,4.530538006355834,3.485722839905407,93318153.23273337
6,Kota_6,2019,2672476832683.9272,511155941350.79095,862819761070.1768,602677173932.4753,544007311005.90814,298765918158.9631,1442664781072.488,385331228256.34625,63.6439757987218,15.703679361601656,10.487851604786318,34027724.767463595
6,Kota_6,2020,2786799644933.9165,572340453049.4404,1146044199287.9937,730807422662.0186,355813431177.17114,453704350475.9617,1145769350835.2583,341880254710.5948,77.15636928825741,9.033704593546586,6.662812445198331,140136633.66046754
6,Kota_6,2021,2906012941262.535,457222313654.7876,873220240738.9327,746852410423.0972,680823692440.1102,736683674688.3248,1335702484699.156,192017134847.30542,73.28530917058637,10.889258996825347,4.4822345327125666,68595875.03747436
6,Kota_6,2022,3030325926062.6123,683207685099.1465,769745935714.2479,600949615766.0895,399146049248.64594,600759707712.739,1017973265722.5051,556304482306.952,77.63981133885122,10.986534787167344,8.702541147466045,117101587.62710367
6,Kota_6,2023,3159956753041.049,528926383219.7829,1129435877044.6711,752152396033.9927,669329150368.9263,725203324741.038,1068931497724.4736,292505776133.90546,72.27705740996588,9.88875861997402,6.537004742020207,95463310.07567029
6,Kota_6,2024,3295132908051.229,1144409708326.103,1223004935439.1406,611524007425.7878,379821307054.27026,480620644751.9256,1231678893852.164,244176617513.32516,68.26417560128264,3.876427530407706,2.7603623576527934,205092102.34571543
7,Kota_7,2015,700584364154.1055,162591174640.5987,312793910775.62744,116861560078.50516,111868148197.80229,273817184534.13937,392083537085.81604,120893405801.8172,66.44757067612349,7.563313810850987,9.017788979319878,145043444.94418374
7,Kota_7,2016,743649763779.9485,194354783341.2422,270928369244.56952,142778422596.56143,160199962077.77338,116093488207.39035,295306125441.7315,84638844251.06956,73.09025946711138,8.036145986226204,3.8335314226528316,108654287.2302922
7,Kota_7,2017,789362422950.5757,163971186011.24503,289102127892.3712,136681582483.89748,135905329781.87839,205058067770.09518,249080992662.7785,79323536439.1312,64.16036692347436,4.750624557091516,11.509642091509507,71843250.73537336
7,Kota_7,2018,837885070519.274,261399102013.22485,252143188224.5806,211335904048.34222,179336043151.08542,233511549505.392,369903515555.3502,93655556534.91467,69.92170666357488,17.142937163717388,9.875574670089563,179178298.31547207
7,Kota_7,2019,889390438393.1464,155518318176.34384,352352918434.01886,258591220297.08517,113117087264.57622,106681387154.76846,464560817270.23364,121109156016.08095,82.64571941895679,4.696585649394342,9.35740580673901,60425435.78208666
7,Kota_7,2020,944061876427.666,172509548766.21707,267030884592.44073,256960622294.9768,188604288097.50504,242548025563.3573,384846016976.62427,171422832105.8913,71.51112768556588,15.748991592073658,6.452214177131966,90194138.7171233
7,Kota_7,2021,1002094005119.2189,243043828669.75436,310925293474.8969,262690332474.71027,175775363886.35217,170019085427.68262,571065687646.603,107808963989.35947,75.68882152784973,16.497081664468205,7.918141963225929,48833995.99491483
7,Kota_7,2022,1063693408419.1017,359492658244.5012,399461135797.5064,212989545475.85876,128590758692.24686,359749148825.57324,516978213492.1584,138300527498.4455,85.14731457627394,12.628958168367962,2.9650739175947605,94649850.76877671
7,Kota_7,2023,1129079369135.2722,225474697614.02753,450264724421.5146,175041022408.84735,209425539794.208,371170848479.86957,635705208350.9141,114389585211.69075,83.73143261680032,1.8594760543281081,9.018070625610664,60711098.290566444
7,Kota_7,2024,1198484649539.7454,275001241269.7291,490730413792.1306,206723757737.36108,161061606664.75806,379531049846.89813,618431215709.3938,175185071892.25323,80.9487111116775,7.740866650213943,3.4661915301625745,114426008.52286409
8,Kota_8,2015,953994292003.5642,254409632242.25336,314980565707.7019,209211778732.88794,230954864035.31827,139288338173.39987,453976261664.9391,120091951406.92891,75.2863558858662,5.271652757312608,10.849115180497364,145410638.02455568
