kota_id,kota,tahun,belanja_pendidikan,belanja_kesehatan,belanja_perumahan,belanja_lingkungan,belanja_ekonomi,belanja_infrastruktur,belanja_pariwisata,belanja_perlindungan_sosial,ipm,pertumbuhan_ekonomi,kemiskinan
1,Kota_1,2014,23.659969709057027,10.394633936788146,4.468055921327309,2.467983561008608,12.348501673009197,21.063233020424548,2.8033450352296265,8.832290311184181,74.56711583486829,5.5592918401151294,13.009841725324328
1,Kota_1,2015,21.521211214797688,10.099025726528952,5.295835055926347,2.8736874205941256,15.671117368334276,15.976457024564294,1.8764339456056545,7.465447373174767,74.09876753684223,6.098758972522419,13.734727554678072
1,Kota_1,2016,20.9983689107918,10.056937753654447,5.777243706586127,2.139351238159993,15.64526911140863,16.19366886581104,1.1951547789558385,9.795542149013333,73.85297694376133,5.228363479534777,12.945062518168086
1,Kota_1,2017,20.610191174223893,9.98070764044508,4.103165563345655,4.727961206236346,13.552679889600102,19.637655990477874,1.9351332282682328,8.080272084711243,76.21682375389409,4.673057764034689,14.125502152783815
1,Kota_1,2018,24.847923138822793,11.100531293444458,6.818496824692567,4.684482051282947,15.587399872866511,21.45311964516182,1.2654775061557584,6.783931449676581,75.26441722786662,5.480844121750098,12.285613857094305
1,Kota_1,2019,24.143687545759647,9.427013306774358,4.8428035290621425,3.6280882494747453,12.845545349848576,20.615378865278277,1.2236519310393126,9.94754774640207,74.26834648524701,4.976862478095793,13.81351243626382
1,Kota_1,2020,20.027610585618014,11.261845713819337,6.120572031542851,4.187021504122962,16.627622080115675,15.518312562138632,2.0753971856328177,6.463476238100519,74.7714635940737,5.926450399679679,13.831083907252134
1,Kota_1,2021,21.554911608578312,9.300733288106988,6.188818535014192,3.9126724140656393,17.323276455457957,18.305504476133645,1.358782737814905,8.85297914889198,74.26583452674151,5.8283006721066855,15.217664027109072
1,Kota_1,2022,23.854835899772805,9.975182385457563,5.568198488145982,3.282623055075649,12.152514760464571,15.75523998895313,1.0942875570602029,8.545641645055122,75.10440650278234,4.009229018193668,13.291430644453513
1,Kota_1,2023,22.05191461517815,11.022204554172195,4.686394496474867,2.230939729486379,13.738508717482608,16.12854901077803,3.7890929570277194,9.232481518257668,75.16622736614683,5.6379793811382,13.882777795769664
